                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   1564,                 1.0189,                 0.5383,                 1.0763,                0.54688,                0.31532,                0.42199,                0.18354,                  2.533,                 2.1214,                  2.085,             0.00043816,             0.00043816,             0.00043816
                   1565,                 1.0012,                0.53955,                 1.1094,                0.52239,                0.31532,                0.41597,                0.18414,                 2.5223,                 2.1125,                 2.0859,             0.00043716,             0.00043716,             0.00043716
                   1566,                0.96013,                0.54516,                 1.1171,                0.52239,                0.31532,                0.41597,                0.18414,                 2.5223,                 2.1125,                 2.0859,             0.00043616,             0.00043616,             0.00043616
                   1567,                0.90765,                0.47959,                  1.035,                0.50704,                0.32432,                0.41414,                0.18579,                  2.516,                 2.0909,                 2.0959,             0.00043516,             0.00043516,             0.00043516
                   1568,                0.93154,                 0.5226,                 1.0897,                0.50704,                0.32432,                0.41614,                0.18924,                 2.5194,                  2.069,                 2.1099,             0.00043416,             0.00043416,             0.00043416
                   1569,                0.91392,                 0.4954,                  1.059,                0.51316,                0.35135,                0.43143,                0.19042,                 2.5279,                 2.0485,                 2.1247,             0.00043316,             0.00043316,             0.00043316
                   1570,                0.94441,                0.50039,                 1.0514,                0.51316,                0.35135,                0.43143,                0.19042,                 2.5279,                 2.0485,                 2.1247,             0.00043216,             0.00043216,             0.00043216
                   1571,                0.99202,                0.52579,                 1.0874,                    0.5,                0.34234,                0.42408,                 0.1856,                 2.5388,                  2.035,                 2.1378,             0.00043116,             0.00043116,             0.00043116
                   1572,                0.93635,                0.49266,                  1.051,                0.48052,                0.33333,                0.41259,                0.18209,                 2.5427,                 2.0173,                 2.1426,             0.00043016,             0.00043016,             0.00043016
                   1573,                0.96905,                0.49509,                 1.0872,                0.49351,                0.34234,                0.42424,                0.19113,                 2.5399,                 2.0218,                 2.1343,             0.00042916,             0.00042916,             0.00042916
                   1574,                0.99067,                0.52637,                 1.0863,                0.49351,                0.34234,                0.42424,                0.19113,                 2.5399,                 2.0218,                 2.1343,             0.00042816,             0.00042816,             0.00042816
                   1575,                0.84683,                0.47488,                 1.0454,                0.48684,                0.33333,                0.42175,                0.18635,                 2.5367,                 2.0182,                 2.1323,             0.00042716,             0.00042716,             0.00042716
                   1576,                0.94311,                0.50237,                   1.07,                0.50704,                0.32432,                0.42449,                0.19087,                  2.524,                  2.028,                 2.1203,             0.00042616,             0.00042616,             0.00042616
                   1577,                0.96602,                0.50017,                 1.0703,                    0.5,                0.32432,                0.42156,                0.18905,                 2.5186,                 2.0507,                  2.115,             0.00042516,             0.00042516,             0.00042516
                   1578,                0.94157,                0.55495,                 1.1001,                    0.5,                0.32432,                0.42156,                0.18905,                 2.5186,                 2.0507,                  2.115,             0.00042416,             0.00042416,             0.00042416
                   1579,                0.92464,                0.49469,                 1.0903,                0.51429,                0.32432,                  0.427,                0.19242,                 2.5138,                 2.0463,                 2.1134,             0.00042316,             0.00042316,             0.00042316
                   1580,                 1.0059,                0.52757,                 1.0768,                0.51429,                0.32432,                0.42775,                0.18986,                 2.5184,                 2.0618,                 2.1203,             0.00042216,             0.00042216,             0.00042216
                   1581,                0.94558,                0.50084,                 1.0682,                0.50746,                0.30631,                0.41474,                0.19078,                 2.5219,                 2.0821,                  2.119,             0.00042116,             0.00042116,             0.00042116
                   1582,                0.89366,                0.49342,                 1.0996,                0.50746,                0.30631,                0.41474,                0.19078,                 2.5219,                 2.0821,                  2.119,             0.00042016,             0.00042016,             0.00042016
                   1583,                0.93348,                0.49963,                 1.0656,                0.61205,                0.27027,                0.40542,                0.18654,                 2.5152,                 2.0732,                 2.1149,             0.00041916,             0.00041916,             0.00041916
                   1584,                0.91215,                0.47569,                 1.0628,                0.60648,                0.27027,                0.40169,                0.18577,                 2.5183,                 2.0784,                 2.1219,             0.00041816,             0.00041816,             0.00041816
                   1585,                0.92819,                0.48205,                 1.0637,                 0.5903,                0.27262,                0.39921,                0.18557,                 2.5256,                 2.0845,                 2.1233,             0.00041716,             0.00041716,             0.00041716
                   1586,                0.97441,                0.52211,                 1.0767,                 0.5903,                0.27262,                0.39921,                0.18557,                 2.5256,                 2.0845,                 2.1233,             0.00041616,             0.00041616,             0.00041616
                   1587,                0.91852,                0.47396,                 1.0594,                0.58927,                0.27928,                0.39914,                0.18635,                 2.5183,                  2.085,                 2.1188,             0.00041516,             0.00041516,             0.00041516
                   1588,                0.92587,                0.49765,                 1.0732,                0.59573,                 0.2921,                0.41963,                0.19154,                 2.5151,                 2.0909,                 2.1125,             0.00041416,             0.00041416,             0.00041416
                   1589,                0.95038,                0.51572,                 1.0772,                0.58826,                 0.2973,                0.42091,                0.19103,                 2.5148,                 2.0981,                 2.1123,             0.00041316,             0.00041316,             0.00041316
                   1590,                0.86737,                0.45804,                 1.0398,                0.58826,                 0.2973,                0.42091,                0.19103,                 2.5148,                 2.0981,                 2.1123,             0.00041216,             0.00041216,             0.00041216
                   1591,                0.86338,                0.48024,                 1.0435,                0.58263,                 0.2973,                0.42012,                0.19384,                 2.5209,                 2.1018,                 2.1164,             0.00041116,             0.00041116,             0.00041116
                   1592,                0.85642,                0.47488,                 1.0348,                0.56065,                0.30631,                0.41815,                0.19129,                 2.5253,                 2.1205,                 2.1258,             0.00041016,             0.00041016,             0.00041016
                   1593,                0.93528,                 0.5469,                 1.1097,                0.58573,                0.30631,                0.42966,                0.19585,                 2.5285,                 2.1392,                 2.1296,             0.00040916,             0.00040916,             0.00040916
                   1594,                0.95475,                0.53312,                 1.1162,                0.58573,                0.30631,                0.42966,                0.19585,                 2.5285,                 2.1392,                 2.1296,             0.00040816,             0.00040816,             0.00040816
                   1595,                0.89102,                 0.4621,                 1.0267,                0.57647,                 0.2973,                0.41826,                0.19042,                 2.5246,                  2.173,                 2.1239,             0.00040716,             0.00040716,             0.00040716
                   1596,                0.90949,                0.47101,                 1.0405,                0.55932,                 0.2973,                0.42006,                0.19091,                 2.5314,                 2.1818,                 2.1305,             0.00040616,             0.00040616,             0.00040616
                   1597,                 0.9762,                0.49659,                 1.0719,                0.55024,                0.28829,                0.40342,                0.18775,                 2.5406,                 2.1858,                 2.1426,             0.00040516,             0.00040516,             0.00040516
                   1598,                0.89863,                0.48549,                  1.058,                0.55024,                0.28829,                0.40342,                0.18775,                 2.5406,                 2.1858,                 2.1426,             0.00040416,             0.00040416,             0.00040416
                   1599,                0.86391,                0.46694,                 1.0486,                0.54237,                0.28829,                0.40645,                0.18909,                 2.5463,                 2.2124,                   2.14,             0.00040316,             0.00040316,             0.00040316
                   1600,                0.92398,                0.47556,                 1.0597,                0.52459,                0.28829,                0.40003,                0.17936,                 2.5623,                  2.207,                 2.1484,             0.00040216,             0.00040216,             0.00040216
                   1601,                0.85864,                0.48887,                 1.0589,                0.56709,                0.29506,                0.40249,                0.17467,                 2.5701,                 2.1991,                 2.1564,             0.00040116,             0.00040116,             0.00040116
                   1602,                 0.9531,                0.50251,                 1.0704,                0.56709,                0.29506,                0.40249,                0.17467,                 2.5701,                 2.1991,                 2.1564,             0.00040016,             0.00040016,             0.00040016
                   1603,                0.85024,                0.47858,                 1.0278,                0.53258,                0.29769,                0.40505,                0.17867,                 2.5712,                 2.2078,                 2.1598,             0.00039916,             0.00039916,             0.00039916
                   1604,                0.83168,                0.45265,                 1.0371,                0.48571,                0.30631,                0.39437,                 0.1777,                 2.5846,                  2.188,                 2.1702,             0.00039816,             0.00039816,             0.00039816
                   1605,                0.89617,                0.48903,                 1.0594,                0.49296,                0.31532,                0.40768,                0.17712,                  2.587,                 2.1948,                 2.1736,             0.00039716,             0.00039716,             0.00039716
                   1606,                0.88468,                 0.4892,                 1.0615,                0.49296,                0.31532,                0.40768,                0.17712,                  2.587,                 2.1948,                 2.1736,             0.00039616,             0.00039616,             0.00039616
                   1607,                 1.0211,                0.55373,                 1.0985,                0.53994,                0.28829,                0.39682,                0.17468,                  2.588,                 2.1817,                 2.1808,             0.00039516,             0.00039516,             0.00039516
                   1608,                0.93126,                0.51076,                  1.074,                0.51998,                0.28829,                 0.3961,                0.17243,                 2.5878,                 2.1754,                 2.1874,             0.00039416,             0.00039416,             0.00039416
                   1609,                 1.0014,                0.52747,                 1.0876,                0.47887,                0.30631,                0.40192,                0.17381,                 2.5928,                 2.1637,                 2.2029,             0.00039316,             0.00039316,             0.00039316
                   1610,                0.91933,                0.48566,                 1.0593,                0.47887,                0.30631,                0.40192,                0.17381,                 2.5928,                 2.1637,                 2.2029,             0.00039216,             0.00039216,             0.00039216
                   1611,                0.92066,                0.51958,                 1.0547,                0.47887,                0.30631,                 0.4004,                0.17401,                 2.6002,                 2.1453,                 2.2193,             0.00039116,             0.00039116,             0.00039116
                   1612,                0.98423,                0.55339,                 1.0965,                0.45833,                 0.2973,                0.38686,                0.16573,                 2.6042,                 2.1425,                 2.2196,             0.00039016,             0.00039016,             0.00039016
                   1613,                0.86251,                0.49009,                 1.0511,                0.48478,                 0.2973,                0.39148,                0.16178,                 2.6059,                 2.1321,                 2.2174,             0.00038916,             0.00038916,             0.00038916
                   1614,                0.94831,                 0.5053,                 1.1079,                0.48478,                 0.2973,                0.39148,                0.16178,                 2.6059,                 2.1321,                 2.2174,             0.00038816,             0.00038816,             0.00038816
                   1615,                0.81832,                0.44027,                 1.0165,                0.50138,                0.30631,                0.40349,                0.17099,                 2.6012,                 2.1323,                 2.2132,             0.00038716,             0.00038716,             0.00038716
                   1616,                0.94503,                0.47558,                 1.0293,                0.48571,                0.30631,                0.40974,                0.17404,                 2.5995,                 2.1301,                 2.2085,             0.00038616,             0.00038616,             0.00038616
                   1617,                0.93336,                0.48777,                   1.05,                0.47826,                 0.2973,                0.40465,                0.17532,                 2.5928,                 2.1297,                 2.2067,             0.00038516,             0.00038516,             0.00038516
                   1618,                0.98008,                0.52331,                 1.0919,                0.47826,                 0.2973,                0.40465,                0.17532,                 2.5928,                 2.1297,                 2.2067,             0.00038416,             0.00038416,             0.00038416
                   1619,                0.91857,                0.49545,                 1.0895,                0.47826,                 0.2973,                0.40619,                0.17765,                 2.5862,                  2.124,                 2.1985,             0.00038316,             0.00038316,             0.00038316
                   1620,                0.93403,                0.48788,                 1.0769,                0.47887,                0.30631,                0.39772,                0.17658,                 2.5882,                 2.1134,                    2.2,             0.00038216,             0.00038216,             0.00038216
                   1621,                0.89322,                0.45821,                 1.0544,                0.46377,                0.28829,                0.37926,                0.17374,                  2.591,                 2.1233,                 2.2017,             0.00038116,             0.00038116,             0.00038116
                   1622,                0.87549,                0.47453,                 1.0412,                0.46377,                0.28829,                0.37926,                0.17374,                  2.591,                 2.1233,                 2.2017,             0.00038016,             0.00038016,             0.00038016
                   1623,                0.94962,                0.50835,                 1.0578,                0.46377,                0.28829,                0.37958,                0.17412,                 2.5868,                 2.1188,                 2.2004,             0.00037916,             0.00037916,             0.00037916
                   1624,                0.95728,                0.49532,                 1.0842,                0.47826,                 0.2973,                0.38835,                0.17477,                 2.5822,                 2.1156,                 2.1963,             0.00037816,             0.00037816,             0.00037816
                   1625,                0.91446,                 0.4596,                 1.0348,                0.48529,                 0.2973,                0.39086,                0.17678,                 2.5685,                 2.1265,                 2.1798,             0.00037716,             0.00037716,             0.00037716
                   1626,                0.94444,                0.49011,                 1.0819,                0.48529,                 0.2973,                0.39086,                0.17678,                 2.5685,                 2.1265,                 2.1798,             0.00037616,             0.00037616,             0.00037616
                   1627,                0.88805,                 0.4776,                 1.0337,                0.49254,                 0.2973,                0.39647,                0.18562,                 2.5686,                 2.1127,                 2.1811,             0.00037516,             0.00037516,             0.00037516
                   1628,                0.94189,                0.49789,                 1.0658,                0.49275,                0.30631,                0.39831,                0.18779,                 2.5635,                 2.1048,                 2.1748,             0.00037416,             0.00037416,             0.00037416
                   1629,                0.87031,                0.47687,                 1.0479,                0.49254,                 0.2973,                0.39569,                0.18221,                 2.5556,                 2.0966,                 2.1655,             0.00037316,             0.00037316,             0.00037316
                   1630,                 1.0146,                0.53255,                 1.0969,                0.49254,                 0.2973,                0.39569,                0.18221,                 2.5556,                 2.0966,                 2.1655,             0.00037216,             0.00037216,             0.00037216
                   1631,                 0.8255,                0.45875,                 1.0063,                    0.5,                0.30631,                  0.401,                0.18508,                 2.5519,                 2.0768,                 2.1624,             0.00037116,             0.00037116,             0.00037116
                   1632,                0.92469,                0.48747,                 1.0387,                0.52941,                0.32432,                0.42689,                0.18674,                 2.5482,                  2.083,                 2.1546,             0.00037016,             0.00037016,             0.00037016
                   1633,                0.94889,                0.53145,                 1.1121,                0.52941,                0.32432,                0.42747,                0.18691,                   2.55,                 2.0694,                 2.1602,             0.00036916,             0.00036916,             0.00036916
                   1634,                0.88966,                0.49321,                 1.0382,                0.52941,                0.32432,                0.42747,                0.18691,                   2.55,                 2.0694,                 2.1602,             0.00036816,             0.00036816,             0.00036816
                   1635,                0.88043,                0.45668,                 1.0279,                0.51471,                0.31532,                0.41942,                0.18026,                 2.5514,                 2.0608,                 2.1634,             0.00036716,             0.00036716,             0.00036716
                   1636,                0.93544,                0.49603,                 1.0555,                0.51515,                0.30631,                0.41596,                0.17651,                 2.5528,                 2.0603,                 2.1645,             0.00036616,             0.00036616,             0.00036616
                   1637,                0.88688,                0.47984,                 1.0785,                0.52308,                0.30631,                0.42112,                0.17743,                  2.546,                 2.0693,                 2.1578,             0.00036516,             0.00036516,             0.00036516
                   1638,                0.87497,                0.45686,                0.99405,                0.52308,                0.30631,                0.42112,                0.17743,                  2.546,                 2.0693,                 2.1578,             0.00036416,             0.00036416,             0.00036416
                   1639,                0.95573,                0.52001,                 1.0864,                0.50794,                0.28829,                0.41053,                0.18134,                 2.5436,                 2.0878,                 2.1544,             0.00036316,             0.00036316,             0.00036316
                   1640,                0.91118,                 0.4848,                 1.0563,                0.50794,                0.28829,                 0.4108,                0.18311,                 2.5462,                 2.1027,                 2.1545,             0.00036216,             0.00036216,             0.00036216
                   1641,                0.90498,                0.49214,                 1.0958,                0.52459,                0.28829,                0.41745,                0.18663,                 2.5444,                  2.113,                 2.1509,             0.00036116,             0.00036116,             0.00036116
                   1642,                0.87232,                0.46217,                 1.0386,                0.52459,                0.28829,                0.41745,                0.18663,                 2.5444,                  2.113,                 2.1509,             0.00036016,             0.00036016,             0.00036016
                   1643,                0.88627,                0.47475,                 1.0295,                0.52459,                0.28829,                0.41772,                0.18742,                 2.5427,                 2.1172,                   2.15,             0.00035916,             0.00035916,             0.00035916
                   1644,                0.88005,                0.47617,                 1.0319,                0.51667,                0.27928,                0.41045,                0.18526,                 2.5396,                  2.148,                  2.135,             0.00035816,             0.00035816,             0.00035816
                   1645,                0.87643,                0.48183,                 1.0406,                0.52542,                0.27928,                0.41294,                 0.1843,                 2.5361,                 2.1699,                 2.1205,             0.00035716,             0.00035716,             0.00035716
                   1646,                0.91911,                0.48895,                 1.0516,                0.52542,                0.27928,                0.41294,                 0.1843,                 2.5361,                 2.1699,                 2.1205,             0.00035616,             0.00035616,             0.00035616
                   1647,                0.85719,                0.44902,                 1.0288,                0.52542,                0.27928,                0.41249,                0.18416,                 2.5323,                 2.2033,                 2.1096,             0.00035516,             0.00035516,             0.00035516
                   1648,                0.93945,                0.52598,                 1.1063,                0.53571,                0.27027,                0.41104,                0.18624,                  2.533,                 2.2435,                  2.101,             0.00035416,             0.00035416,             0.00035416
                   1649,                0.90131,                0.48917,                   1.04,                0.53571,                0.27027,                 0.4099,                0.18626,                 2.5361,                 2.2599,                 2.1053,             0.00035316,             0.00035316,             0.00035316
                   1650,                0.97428,                0.52264,                 1.0913,                0.53571,                0.27027,                 0.4099,                0.18626,                 2.5361,                 2.2599,                 2.1053,             0.00035216,             0.00035216,             0.00035216
                   1651,                0.89233,                0.48098,                 1.0646,                0.52727,                0.26126,                0.40367,                0.18153,                 2.5362,                 2.2933,                 2.1031,             0.00035116,             0.00035116,             0.00035116
                   1652,                0.86358,                0.48272,                 1.0606,                0.52727,                0.26126,                0.39992,                0.17396,                 2.5369,                 2.2999,                 2.1073,             0.00035017,             0.00035017,             0.00035017
                   1653,                0.83732,                0.45615,                 1.0376,                0.55357,                0.27928,                0.41331,                0.17409,                 2.5355,                  2.289,                  2.106,             0.00034917,             0.00034917,             0.00034917
                   1654,                0.87168,                0.45528,                 1.0197,                0.55357,                0.27928,                0.41331,                0.17409,                 2.5355,                  2.289,                  2.106,             0.00034817,             0.00034817,             0.00034817
                   1655,                0.78606,                0.43002,                 1.0058,                0.53448,                0.27928,                0.40553,                  0.168,                 2.5253,                 2.2857,                 2.1048,             0.00034717,             0.00034717,             0.00034717
                   1656,                 0.9326,                 0.5035,                 1.0803,                0.55172,                0.28829,                0.41437,                 0.1706,                 2.5168,                 2.2729,                 2.1015,             0.00034617,             0.00034617,             0.00034617
                   1657,                0.91654,                 0.5007,                  1.047,                0.54237,                0.28829,                0.41063,                0.17132,                 2.5181,                 2.2651,                 2.1058,             0.00034517,             0.00034517,             0.00034517
                   1658,                0.88041,                0.46848,                 1.0331,                0.54237,                0.28829,                0.41063,                0.17132,                 2.5181,                 2.2651,                 2.1058,             0.00034417,             0.00034417,             0.00034417
                   1659,                0.91035,                0.48022,                 1.0067,                0.51667,                0.27928,                0.39432,                0.17002,                 2.5096,                 2.2821,                 2.0988,             0.00034317,             0.00034317,             0.00034317
                   1660,                0.84929,                0.46146,                 1.0502,                   0.55,                 0.2973,                0.41361,                0.17844,                 2.5065,                 2.2839,                 2.0921,             0.00034217,             0.00034217,             0.00034217
                   1661,                0.91582,                0.52261,                  1.057,                0.55932,                 0.2973,                 0.4171,                0.18384,                 2.5014,                  2.303,                 2.0867,             0.00034117,             0.00034117,             0.00034117
                   1662,                0.91371,                0.48985,                 1.0239,                0.55932,                 0.2973,                 0.4171,                0.18384,                 2.5014,                  2.303,                 2.0867,             0.00034017,             0.00034017,             0.00034017
                   1663,                 0.8945,                0.45572,                 1.0993,                0.55932,                 0.2973,                0.41792,                 0.1878,                 2.4993,                 2.3098,                 2.0875,             0.00033917,             0.00033917,             0.00033917
                   1664,                0.86589,                0.46216,                 1.0098,                0.54237,                0.28829,                0.40906,                0.18388,                 2.4997,                 2.3184,                  2.083,             0.00033817,             0.00033817,             0.00033817
                   1665,                0.97428,                0.56279,                 1.0685,                0.58278,                0.27928,                 0.4132,                0.18624,                 2.4956,                 2.3087,                 2.0746,             0.00033717,             0.00033717,             0.00033717
                   1666,                 0.9127,                0.51354,                 1.0981,                0.58278,                0.27928,                 0.4132,                0.18624,                 2.4956,                 2.3087,                 2.0746,             0.00033617,             0.00033617,             0.00033617
                   1667,                0.89451,                0.48545,                 1.0548,                 0.5895,                0.27928,                0.41417,                0.18703,                  2.497,                 2.2877,                 2.0764,             0.00033517,             0.00033517,             0.00033517
                   1668,                0.82611,                0.45245,                 1.0388,                0.55621,                  0.271,                0.40414,                0.18207,                  2.505,                 2.2668,                 2.0786,             0.00033417,             0.00033417,             0.00033417
                   1669,                0.88896,                0.47983,                 1.0512,                0.52076,                0.27027,                 0.3928,                 0.1812,                 2.5081,                 2.2153,                 2.0834,             0.00033317,             0.00033317,             0.00033317
                   1670,                0.89822,                0.48335,                 1.0583,                0.52076,                0.27027,                 0.3928,                 0.1812,                 2.5081,                 2.2153,                 2.0834,             0.00033217,             0.00033217,             0.00033217
                   1671,                0.84181,                0.46934,                 1.0561,                0.51527,                0.27027,                0.39648,                0.18064,                 2.5149,                 2.1922,                 2.0893,             0.00033117,             0.00033117,             0.00033117
                   1672,                0.92635,                0.50178,                  1.062,                    0.5,                0.27928,                0.39976,                0.18481,                   2.51,                 2.1671,                 2.0852,             0.00033017,             0.00033017,             0.00033017
                   1673,                0.94948,                0.53076,                 1.0592,                0.49206,                0.27928,                 0.3953,                0.18083,                 2.5201,                 2.1578,                 2.0885,             0.00032917,             0.00032917,             0.00032917
                   1674,                0.97832,                0.50002,                 1.0732,                0.49206,                0.27928,                 0.3953,                0.18083,                 2.5201,                 2.1578,                 2.0885,             0.00032817,             0.00032817,             0.00032817
                   1675,                0.79872,                0.43744,                 1.0319,                0.50311,                0.27928,                0.39256,                0.17476,                 2.5276,                 2.1562,                 2.0916,             0.00032717,             0.00032717,             0.00032717
                   1676,                0.84925,                0.49421,                 1.0359,                0.50624,                0.27027,                0.38771,                0.17598,                 2.5263,                 2.1424,                 2.0932,             0.00032617,             0.00032617,             0.00032617
                   1677,                0.88533,                0.49664,                  1.046,                0.54684,                0.27027,                 0.3877,                 0.1769,                 2.5167,                 2.1337,                 2.0839,             0.00032517,             0.00032517,             0.00032517
                   1678,                0.79979,                0.44112,                 1.0219,                0.54684,                0.27027,                 0.3877,                 0.1769,                 2.5167,                 2.1337,                 2.0839,             0.00032417,             0.00032417,             0.00032417
                   1679,                0.86259,                  0.493,                 1.0579,                0.54345,                0.27027,                0.38903,                0.17369,                  2.522,                 2.1265,                 2.0918,             0.00032317,             0.00032317,             0.00032317
                   1680,                0.90978,                0.46938,                 1.0348,                0.54391,                0.27027,                0.39482,                0.17571,                 2.5271,                 2.1339,                  2.092,             0.00032217,             0.00032217,             0.00032217
                   1681,                0.94993,                0.48945,                 1.0792,                0.54373,                0.27027,                0.38952,                0.17359,                 2.5202,                 2.1385,                 2.0917,             0.00032117,             0.00032117,             0.00032117
                   1682,                0.86095,                0.45592,                 1.0124,                0.54373,                0.27027,                0.38952,                0.17359,                 2.5202,                 2.1385,                 2.0917,             0.00032017,             0.00032017,             0.00032017
                   1683,                0.88607,                 0.4703,                 1.0157,                 0.5371,                0.26132,                0.38655,                0.17309,                 2.5133,                  2.135,                 2.0875,             0.00031917,             0.00031917,             0.00031917
                   1684,                 0.9948,                0.53991,                 1.0752,                0.53169,                0.26126,                0.38975,                0.17619,                 2.5104,                  2.137,                 2.0873,             0.00031817,             0.00031817,             0.00031817
                   1685,                0.81221,                0.43755,                 1.0304,                    0.5,                0.27928,                0.40392,                0.17815,                 2.5089,                  2.151,                 2.0871,             0.00031717,             0.00031717,             0.00031717
                   1686,                0.84385,                0.46112,                 1.0449,                    0.5,                0.27928,                0.40392,                0.17815,                 2.5089,                  2.151,                 2.0871,             0.00031617,             0.00031617,             0.00031617
                   1687,                0.95958,                0.50907,                 1.0899,                0.49534,                0.27928,                0.40256,                0.17928,                 2.5066,                 2.1511,                 2.0865,             0.00031517,             0.00031517,             0.00031517
                   1688,                0.92643,                0.50693,                 1.0435,                0.51796,                0.26137,                0.39435,                0.17697,                  2.504,                 2.1549,                 2.0864,             0.00031417,             0.00031417,             0.00031417
                   1689,                0.81687,                0.44442,                 1.0112,                0.53988,                0.26126,                0.39493,                  0.178,                 2.5085,                 2.1582,                 2.0916,             0.00031317,             0.00031317,             0.00031317
                   1690,                0.98679,                0.51122,                 1.0873,                0.53988,                0.26126,                0.39493,                  0.178,                 2.5085,                 2.1582,                 2.0916,             0.00031217,             0.00031217,             0.00031217
                   1691,                0.89868,                0.47304,                 1.0343,                0.54457,                0.26126,                0.39335,                0.17801,                 2.5163,                 2.1629,                  2.102,             0.00031117,             0.00031117,             0.00031117
                   1692,                0.86332,                 0.4808,                 1.0606,                0.55433,                0.26126,                 0.3917,                0.17962,                 2.5194,                 2.1655,                 2.1054,             0.00031017,             0.00031017,             0.00031017
                   1693,                0.88562,                0.47104,                 1.0159,                0.59526,                0.26126,                0.39849,                0.17883,                 2.5223,                 2.1664,                 2.1074,             0.00030917,             0.00030917,             0.00030917
                   1694,                0.89191,                0.50014,                 1.0574,                0.59526,                0.26126,                0.39849,                0.17883,                 2.5223,                 2.1664,                 2.1074,             0.00030817,             0.00030817,             0.00030817
                   1695,                0.79324,                0.44399,                 1.0299,                0.58453,                0.26622,                 0.3977,                0.17539,                 2.5215,                 2.1678,                 2.1084,             0.00030717,             0.00030717,             0.00030717
                   1696,                0.84556,                0.45474,                 1.0193,                    0.5,                 0.2973,                0.41397,                 0.1752,                 2.5255,                 2.1664,                 2.1115,             0.00030617,             0.00030617,             0.00030617
                   1697,                0.88514,                0.50246,                  1.047,                0.49254,                 0.2973,                0.41163,                0.17404,                 2.5308,                 2.1776,                 2.1141,             0.00030517,             0.00030517,             0.00030517
